dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,16.685543,90.974012,11.617904,9.263858,2.764763,-1.538293,6.162296
0.020000,16.870515,90.951363,11.804257,9.317695,2.691819,-3.647192,6.160396
0.020000,17.056494,90.928231,11.991669,9.370603,2.645392,-2.321376,6.158486
0.020000,17.243475,90.904610,12.180137,9.423357,2.637738,-0.382689,6.156568
0.020000,17.431424,90.880501,12.369626,9.474449,2.554558,-4.159004,6.154642
0.020000,17.620321,90.855899,12.560117,9.524579,2.506501,-2.402838,6.152708
0.020000,17.810159,90.830800,12.751608,9.574525,2.497333,-0.458386,6.150765
0.020000,18.000907,90.805203,12.944066,9.622900,2.418760,-3.928668,6.148816
0.020000,18.192544,90.779106,13.137471,9.670264,2.368159,-2.530042,6.146859
0.020000,18.385065,90.752504,13.331822,9.717542,2.363924,-0.211749,6.144895
0.020000,18.578436,90.725397,13.527083,9.763042,2.275003,-4.446071,6.142925
0.020000,18.772640,90.697782,13.723240,9.807882,2.242009,-1.649698,6.140948
0.020000,18.967665,90.669656,13.920283,9.852147,2.213257,-1.437564,6.138965
0.020000,19.163479,90.641019,14.118181,9.894870,2.136132,-3.856273,6.136976
0.020000,19.360076,90.611868,14.316927,9.937314,2.122176,-0.697786,6.134981
0.020000,19.557428,90.582202,14.516496,9.978437,2.056167,-3.300450,6.132981
0.020000,19.755514,90.552020,14.716868,10.018609,2.008589,-2.378901,6.130976
0.020000,19.954323,90.521319,14.918034,10.058315,1.985292,-1.164879,6.128966
0.020000,20.153824,90.490100,15.119962,10.096414,1.904983,-4.015431,6.126951
0.020000,20.354011,90.458359,15.322650,10.134379,1.898252,-0.336529,6.124932
0.020000,20.554851,90.426099,15.526065,10.170755,1.818776,-3.973845,6.122909
0.020000,20.756334,90.393317,15.730197,10.206600,1.792236,-1.326962,6.120882
0.020000,20.958436,90.360014,15.935025,10.241407,1.740388,-2.592413,6.118851
0.020000,21.161137,90.326188,16.140529,10.275194,1.689314,-2.553704,6.116817
0.020000,21.364423,90.291839,16.346697,10.308373,1.658974,-1.517003,6.114780
0.020000,21.568265,90.256969,16.553500,10.340157,1.589203,-3.488541,6.112740
0.020000,21.772657,90.221575,16.760933,10.371654,1.574854,-0.717463,6.110698
0.020000,21.977563,90.185661,16.968962,10.401487,1.491635,-4.160936,6.108653
0.020000,22.182981,90.149223,17.177588,10.431254,1.488333,-0.165130,6.106607
0.020000,22.388875,90.112266,17.386772,10.459224,1.398525,-4.490384,6.104558
0.020000,22.595242,90.074788,17.596515,10.487131,1.395359,-0.158273,6.102508
0.020000,22.802047,90.036792,17.806781,10.513312,1.309018,-4.317077,6.100457
0.020000,23.009285,89.998276,18.017568,10.539347,1.301773,-0.362246,6.098404
0.020000,23.216923,89.959245,18.228842,10.563728,1.219059,-4.135671,6.096351
0.020000,23.424956,89.919698,18.440601,10.587927,1.209919,-0.457042,6.094297
0.020000,23.633350,89.879638,18.652810,10.610479,1.127617,-4.115090,6.092244
0.020000,23.842101,89.839064,18.865468,10.632871,1.119587,-0.401479,6.090190
0.020000,24.051175,89.797982,19.078540,10.653582,1.035578,-4.200438,6.088136
0.020000,24.260567,89.756391,19.292023,10.674168,1.029277,-0.315076,6.086083
0.020000,24.470245,89.714295,19.505885,10.693093,0.946281,-4.149775,6.084030
0.020000,24.680203,89.671695,19.720120,10.711771,0.933877,-0.620203,6.081978
0.020000,24.890409,89.628595,19.934700,10.728973,0.860114,-3.688168,6.079928
0.020000,25.100855,89.584997,20.149614,10.745729,0.837780,-1.116686,6.077879
0.020000,25.311514,89.540904,20.364839,10.761225,0.774815,-3.148285,6.075832
0.020000,25.522373,89.496319,20.580360,10.776049,0.741171,-1.682176,6.073786
0.020000,25.733410,89.451245,20.796157,10.789853,0.690230,-2.547073,6.071743
0.020000,25.944607,89.405686,21.012212,10.802738,0.644222,-2.300399,6.069702
0.020000,26.155947,89.359644,21.228509,10.814862,0.606217,-1.900229,6.067664
0.020000,26.367407,89.313126,21.445025,10.825804,0.547091,-2.956320,6.065629
0.020000,26.578976,89.266132,21.661750,10.836257,0.522646,-1.222228,6.063596
0.020000,26.790625,89.218668,21.878656,10.845305,0.452416,-3.511492,6.061567
0.020000,27.002348,89.170738,22.095736,10.853993,0.434412,-0.900196,6.059542
0.020000,27.214115,89.122346,22.312962,10.861300,0.365356,-3.452842,6.057520
0.020000,27.425915,89.073497,22.530322,10.868027,0.336344,-1.450581,6.055502
